"184d05c5-ecf5-4ea3-be61-824c1f4cb65d","f6fadb92-c4d3-4741-b348-d0d3fa3ace42","646f1b49-a997-471c-be3b-ba7378801d49",4,"classWork",,""
"201e261e-f7e1-4ba3-b97a-7a721fc8e27f","3790e914-ecd1-4e80-8d4d-9eb1821f8916","3fc93749-5598-40ce-b801-abd65a90c5b3",4,"test",,""
"2837b990-707b-46d6-9df4-c77badad00c8","3790e914-ecd1-4e80-8d4d-9eb1821f8916","46336d3c-b448-425e-a3f5-9d5281f08f39",3,"test",,""
"384b147e-2ad4-4a2b-822d-4a06f26f0775","d60dd203-9064-4a48-a7c4-48e9e8de73c5","d79b0909-4af8-4cd4-81c4-e993c9b2fc1d",5,"classWork",,""
"5dba4c6c-4113-4f0d-8236-34f23166065a","2569f3a6-5da5-4baf-aed1-df01b5f58d1d","b845f1d1-cfa5-47a3-acb8-c18edfdec9ba",5,"classWork",,""
"67f82510-a3a2-4bea-b91d-c4aba3f25cda","d60dd203-9064-4a48-a7c4-48e9e8de73c5","646f1b49-a997-471c-be3b-ba7378801d49",4,"classWork",,""
"70fa87f7-e7b9-4d35-ab6b-2811bcb14dc8","3790e914-ecd1-4e80-8d4d-9eb1821f8916","b845f1d1-cfa5-47a3-acb8-c18edfdec9ba",5,"test",,""
"7577ca16-c1d4-4e26-a841-bbdf777a8a0b","3790e914-ecd1-4e80-8d4d-9eb1821f8916","babe029a-0f68-48d6-a8ac-ed9a6cccf113",3,"test",,""
"7bf73c48-0536-45fd-ac1b-9ad1e8b6888a","d60dd203-9064-4a48-a7c4-48e9e8de73c5","46336d3c-b448-425e-a3f5-9d5281f08f39",4,"classWork",,""
"86ab1b6a-c4e1-428c-a17d-9cd1023cdf55","2569f3a6-5da5-4baf-aed1-df01b5f58d1d","83a5efcc-5daf-4b1c-96e3-278007509f10",5,"classWork",,""
"87b10113-2d3b-4ecc-8e39-8145b31da6b0","3790e914-ecd1-4e80-8d4d-9eb1821f8916","0cccf287-cc99-4833-b60c-00a7650dcda2",2,"test",,"Very-very bad"
"9434f630-955e-499c-b57d-61a3d29d0efc","3790e914-ecd1-4e80-8d4d-9eb1821f8916","646f1b49-a997-471c-be3b-ba7378801d49",5,"test",,""
"972ba6aa-0394-4d4b-abe7-dc57d75401aa","2569f3a6-5da5-4baf-aed1-df01b5f58d1d","0cccf287-cc99-4833-b60c-00a7650dcda2",5,"classWork",,""
"b2b6faeb-7301-492f-a4c5-7ad52e68de79","3790e914-ecd1-4e80-8d4d-9eb1821f8916","646f1b49-a997-471c-be3b-ba7378801d49",5,"classWork",,""
"bfbe3017-3552-4aef-8988-d6c9eebf312e","3790e914-ecd1-4e80-8d4d-9eb1821f8916","97ca7127-bfa2-473e-a03e-f4a1565ee2fc",4,"test",,""
"cb15cb76-4a9b-4628-a543-8cad2af9d3df","d60dd203-9064-4a48-a7c4-48e9e8de73c5","b845f1d1-cfa5-47a3-acb8-c18edfdec9ba",4,"classWork",,""
"dfaf5cec-0aed-4f53-8066-bead9582e113","2569f3a6-5da5-4baf-aed1-df01b5f58d1d","46336d3c-b448-425e-a3f5-9d5281f08f39",4,"classWork",,""
"f803c5f9-425b-442f-9d2a-a040ec924ccf","d60dd203-9064-4a48-a7c4-48e9e8de73c5","646f1b49-a997-471c-be3b-ba7378801d49",5,"homeWork",,""
